201;120;Fabricación de curtientes naturales y sintéticos;Fabricación de curtientes naturales y sintéticos;
201;130;Fabricación de materias colorantes básicas, excepto pigmentos preparados;Fabricación de materias colorantes básicas, excepto pigmentos preparados;
201;140;Fabricación de combustible nuclear, sustancias y materiales radiactivos;Fabricación de combustible nuclear, sustancias y materiales radiactivos;
201;180;Fabricación de materias químicas inorgánicas básicas n.c.p.;Fabricación de materias químicas inorgánicas básicas n.c.p.;
201;190;Fabricación de materias químicas orgánicas básicas n.c.p.;Fabricación de materias químicas orgánicas básicas n.c.p. (Incluye la fabricación de alcoholes excepto el etílico,  sustancias químicas para la elaboración de sustancias plásticas, carbón vegetal, etc.);
201;210;Fabricación de alcohol;Fabricación de alcohol ;
201;220;Fabricación de biocombustibles excepto alcohol;Fabricación de biocombustibles excepto alcohol;
201;300;Fabricación de abonos y compuestos de nitrógeno;Fabricación de abonos y compuestos de nitrógeno;
201;401;Fabricación de resinas y cauchos sintéticos;Fabricación de resinas y cauchos sintéticos;
201;409;Fabricación de materias plásticas en formas primarias n.c.p.;Fabricación de materias plásticas en formas primarias n.c.p.;
202;101;Fabricación de insecticidas, plaguicidas y  productos químicos de uso agropecuario;Fabricación de insecticidas, plaguicidas y  productos químicos de uso agropecuario ;
202;200;Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas;Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas;
202;311;Fabricación de preparados para limpieza, pulido y saneamiento;Fabricación de preparados para limpieza, pulido y saneamiento ;
202;312;Fabricación de jabones y detergentes;Fabricación de jabones y detergentes;
202;320;Fabricación de cosméticos, perfumes y  productos de higiene y tocador;Fabricación de cosméticos, perfumes y  productos de higiene y tocador;
202;906;Fabricación de explosivos y productos de pirotecnia;Fabricación de explosivos y productos de pirotecnia;
202;907;Fabricación de colas, adhesivos, aprestos y cementos excepto los odontológicos obtenidos de sustancias minerales y vegetales;Fabricación de colas, adhesivos, aprestos y cementos excepto los odontológicos obtenidos de sustancias minerales y vegetales;
202;908;Fabricación de productos químicos n.c.p.;Fabricación de productos químicos n.c.p. (Incluye la producción de aceites esenciales, tintas excepto para imprenta, etc.);
203;000;Fabricación de fibras manufacturadas;Fabricación de fibras manufacturadas;
204;000;Servicios industriales para la fabricación de sustancias y productos químicos;Servicios industriales para la fabricación de sustancias y productos químicos;
210;010;Fabricación de medicamentos de uso humano y productos farmacéuticos;Fabricación de medicamentos de uso humano y productos farmacéuticos;
210;020;Fabricación de medicamentos de uso veterinario;Fabricación de medicamentos de uso veterinario;
210;030;Fabricación de sustancias químicas para la elaboración de medicamentos;Fabricación de sustancias químicas para la elaboración de medicamentos;
210;090;Fabricación de productos de laboratorio y productos botánicos de uso farmaceútico n.c.p.;Fabricación de productos de laboratorio y productos botánicos de uso farmaceútico n.c.p.;
221;110;Fabricación de cubiertas y cámaras;Fabricación de cubiertas y cámaras;
221;120;Recauchutado y renovación de cubiertas;Recauchutado y renovación de cubiertas;
221;901;Fabricación de  autopartes de caucho excepto cámaras y cubiertas;Fabricación de  autopartes de caucho excepto cámaras y cubiertas;
221;909;Fabricación  de productos de caucho n.c.p.;Fabricación  de productos de caucho n.c.p.;
222;010;Fabricación de envases plásticos;Fabricación de envases plásticos;
222;090;Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles;Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles;
231;010;Fabricación de envases de vidrio;Fabricación de envases de vidrio;
231;020;Fabricación y elaboración de vidrio plano;Fabricación y elaboración de vidrio plano;
231;090;Fabricación de productos de vidrio n.c.p.;Fabricación de productos de vidrio n.c.p.;
239;100;Fabricación de productos de cerámica refractaria;Fabricación de productos de cerámica refractaria;
239;201;Fabricación de ladrillos;Fabricación de ladrillos ;
239;202;Fabricación de revestimientos cerámicos;Fabricación de revestimientos cerámicos ;
239;209;Fabricación de productos de arcilla y cerámica no refractaria para uso estructural n.c.p.;Fabricación de productos de arcilla y cerámica no refractaria para uso estructural n.c.p. ;
239;310;Fabricación de artículos sanitarios de cerámica;Fabricación de artículos sanitarios de cerámica;
239;391;Fabricación de objetos cerámicos para uso doméstico excepto artefactos sanitarios;Fabricación de objetos cerámicos para uso doméstico excepto artefactos sanitarios;
239;399;Fabricación de artículos de cerámica no refractaria para uso no estructural n.c.p.;Fabricación de artículos de cerámica no refractaria para uso no estructural n.c.p. ;
239;410;Elaboración de cemento;Elaboración de cemento;
239;421;Elaboración de  yeso;Elaboración de  yeso;
239;422;Elaboración de cal;Elaboración de cal;
239;510;Fabricación de mosaicos;Fabricación de mosaicos;
239;591;Elaboración de hormigón;Elaboración de hormigón;
239;592;Fabricación de premoldeadas para la construcción;Fabricación de premoldeadas para la construcción;
239;593;Fabricación de artículos de cemento, fibrocemento y yeso excepto hormigón y mosaicos;Fabricación de artículos de cemento, fibrocemento y yeso excepto hormigón y mosaicos;
239;600;Corte, tallado y acabado de la piedra;Corte, tallado y acabado de la piedra (Incluye mármoles y granitos, etc.);
239;900;Fabricación de productos minerales no metálicos n.c.p.;Fabricación de productos minerales no metálicos n.c.p. (Incluye la fabricación de abrasivos, lijas, membranas asfálticas, etc.);
241;001;Laminación y estirado. Producción de lingotes, planchas o barras fabricadas por operadores independientes;Laminación y estirado. Producción de lingotes, planchas o barras fabricadas por operadores independientes;
241;009;Fabricación en industrias básicas de productos de hierro y acero n.c.p.;Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata);
242;010;Elaboración de aluminio primario y semielaborados de aluminio;Elaboración de aluminio primario y semielaborados de aluminio;
242;090;Fabricación de productos primarios de metales preciosos y metales no ferrosos n.c.p. y sus semielaborados;Fabricación de productos primarios de metales preciosos y metales no ferrosos n.c.p. y sus semielaborados;
243;100;Fundición de hierro y acero;Fundición de hierro y acero;
243;200;Fundición de metales no ferrosos;Fundición de metales no ferrosos;
251;101;Fabricación de carpintería metálica;Fabricación de carpintería metálica;
251;102;Fabricación de productos metálicos para uso estructural;Fabricación de productos metálicos para uso estructural;
251;200;Fabricación de tanques, depósitos y recipientes de metal;Fabricación de tanques, depósitos y recipientes de metal (Incluye la fabricación de silos);
251;300;Fabricación de generadores de vapor;Fabricación de generadores de vapor;
252;000;Fabricación de armas y municiones;Fabricación de armas y municiones;
259;100;Forjado, prensado, estampado y laminado de metales, pulvimetalurgia;Forjado, prensado, estampado y laminado de metales, pulvimetalurgia;
259;200;Tratamiento y revestimiento de metales y trabajos de metales en general;Tratamiento y revestimiento de metales y trabajos de metales en general ;
259;301;Fabricación de herramientas manuales y sus accesorios;Fabricación de herramientas manuales y sus accesorios;
259;302;Fabricación de artículos de cuchillería y utensillos de mesa y de cocina;Fabricación de artículos de cuchillería y utensillos de mesa y de cocina;
259;309;Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.;Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.;
259;910;Fabricación de envases metálicos;Fabricación de envases metálicos;
259;991;Fabricación de tejidos de alambre;Fabricación de tejidos de alambre;
259;992;Fabricación de cajas de seguridad;Fabricación de cajas de seguridad;
259;993;Fabricación de productos metálicos de tornería y/o matricería;Fabricación de productos metálicos de tornería y/o matricería;
259;999;Fabricación de productos elaborados de metal n.c.p.;Fabricación de productos elaborados de metal n.c.p.;
261;000;Fabricación de componentes electrónicos;Fabricación de componentes electrónicos ;
262;000;Fabricación de equipos y productos informáticos;Fabricación de equipos y productos informáticos;
263;000;Fabricación  de equipos de comunicaciones y transmisores de radio y televisión;Fabricación  de equipos de comunicaciones y transmisores de radio y televisión;
264;000;Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos;Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos;
265;101;Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, excepto el equipo de control de procesos industriales;Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, excepto el equipo de control de procesos industriales ;
265;102;Fabricación de equipo de control de procesos industriales;Fabricación de equipo de control de procesos industriales ;
265;200;Fabricación de relojes;Fabricación de relojes;
266;010;Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos;Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.);
266;090;Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p.;Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p. (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.);
267;001;Fabricación de equipamiento e instrumentos ópticos y sus accesorios;Fabricación de equipamiento e instrumentos ópticos y sus accesorios;
267;002;Fabricación de aparatos y accesorios para fotografía excepto películas, placas y papeles sensibles;Fabricación de aparatos y accesorios para fotografía excepto películas, placas y papeles sensibles;
268;000;Fabricación de soportes ópticos y magnéticos;Fabricación de soportes ópticos y magnéticos (Incluye CD, disquetes, cintas magnéticas, tarjetas magnetizadas, etc.);
271;010;Fabricación de motores, generadores y transformadores eléctricos;Fabricación de motores, generadores y transformadores eléctricos;
271;020;Fabricación de aparatos de distribución y control de la energía eléctrica;Fabricación de aparatos de distribución y control de la energía eléctrica;
272;000;Fabricación de acumuladores, pilas y baterías primarias;Fabricación de acumuladores, pilas y baterías primarias;
273;110;Fabricación de cables de fibra óptica;Fabricación de cables de fibra óptica;
273;190;Fabricación de hilos y cables aislados n.c.p.;Fabricación de hilos y cables aislados n.c.p.;
274;000;Fabricación de lámparas eléctricas y equipo de iluminación;Fabricación de lámparas eléctricas y equipo de iluminación;
275;010;Fabricación de cocinas, calefones, estufas y calefactores no eléctricos;Fabricación de cocinas, calefones, estufas y calefactores no eléctricos;
275;020;Fabricación de heladeras, "freezers", lavarropas y secarropas;Fabricación de heladeras, "freezers", lavarropas y secarropas;
275;091;Fabricación de ventiladores, extractores de aire, aspiradoras y similares;Fabricación de ventiladores, extractores de aire, aspiradoras y similares;
275;092;Fabricación de planchas, calefactores, hornos eléctricos, tostadoras y otros aparatos generadores de calor;Fabricación de planchas, calefactores, hornos eléctricos, tostadoras y otros aparatos generadores de calor;
275;099;Fabricación de aparatos de uso doméstico n.c.p.;Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares);
279;000;Fabricación  de equipo eléctrico n.c.p.;Fabricación  de equipo eléctrico n.c.p.;
281;100;Fabricación  de  motores  y  turbinas,  excepto  motores  para aeronaves, vehículos automotores   y motocicletas;Fabricación  de  motores  y  turbinas,  excepto  motores  para aeronaves, vehículos automotores   y motocicletas;
281;201;Fabricación de bombas;Fabricación de bombas;
281;301;Fabricación de compresores, grifos y válvulas;Fabricación de compresores, grifos y válvulas;
281;400;Fabricación de cojinetes, engranajes, trenes de engranaje y piezas de transmisión;Fabricación de cojinetes, engranajes, trenes de engranaje y piezas de transmisión;
281;500;Fabricación de hornos, hogares y quemadores;Fabricación de hornos, hogares y quemadores;
281;600;Fabricación de maquinaria y equipo de elevación y manipulación;Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.);
281;700;Fabricación de maquinaria y equipo de oficina, excepto equipo informático;Fabricación de maquinaria y equipo de oficina, excepto equipo informático;
281;900;Fabricación de  maquinaria y equipo de uso general n.c.p.;Fabricación de  maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.);
282;110;Fabricación de tractores;Fabricación de tractores;
282;120;Fabricación de maquinaria y equipo de uso agropecuario y forestal;Fabricación de maquinaria y equipo de uso agropecuario y forestal;
282;130;Fabricación de implementos de uso agropecuario;Fabricación de implementos de uso agropecuario;
282;200;Fabricación de máquinas herramienta;Fabricación de máquinas herramienta;
282;300;Fabricación de maquinaria metalúrgica;Fabricación de maquinaria metalúrgica;
282;400;Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción;Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción (Incluye la fabricación de máquinas y equipos viales, equipos para la extracción de petróleo y gas, etc.);
282;500;Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco;Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco;
282;600;Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros;Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros;
282;901;Fabricación de maquinaria para la industria del papel y las artes gráficas;Fabricación de maquinaria para la industria del papel y las artes gráficas;
282;909;Fabricación de maquinaria y equipo de uso especial n.c.p.;Fabricación de maquinaria y equipo de uso especial n.c.p.;
291;000;Fabricación de vehículos automotores;Fabricación de vehículos automotores (Incluye la fabricación de motores para automotores);
292;000;Fabricación de carrocerías para vehículos automotores, fabricación de remolques y semirremolques;Fabricación de carrocerías para vehículos automotores, fabricación de remolques y semirremolques;
293;011;Rectificación de motores;Rectificación de motores;
293;090;Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.;Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.;
301;100;Construcción y reparación de buques;Construcción y reparación de buques (Incluye construcción de estructuras flotantes);
301;200;Construcción y reparación de embarcaciones de recreo y deporte;Construcción y reparación de embarcaciones de recreo y deporte;
302;000;Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario;Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario;
303;000;Fabricación y reparación de aeronaves;Fabricación y reparación de aeronaves ;
309;100;Fabricación de motocicletas;Fabricación de motocicletas;
309;200;Fabricación de bicicletas y de sillones de ruedas ortopédicos;Fabricación de bicicletas y de sillones de ruedas ortopédicos;
309;900;Fabricación de equipo de transporte n.c.p.;Fabricación de equipo de transporte n.c.p.;
310;010;Fabricación de muebles y partes de muebles, principalmente de madera;Fabricación de muebles y partes de muebles, principalmente de madera;
310;020;Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.);Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.);
310;030;Fabricación de somieres y colchones;Fabricación de somieres y colchones;
321;011;Fabricación de joyas finas y artículos conexos;Fabricación de joyas finas y artículos conexos;
321;012;Fabricación de objetos de platería;Fabricación de objetos de platería ;
321;020;Fabricación de bijouterie;Fabricación de bijouterie (Incluye la fabricación de joyas de fantasía y accesorios similares);
322;001;Fabricación de instrumentos de música;Fabricación de instrumentos de música;
323;001;Fabricación de artículos de deporte;Fabricación de artículos de deporte (Incluye equipos de deporte para gimnasia y campos de juegos, equipos de pesca y camping, etc., excepto indumentaria deportiva: 141040);
324;000;Fabricación de juegos y juguetes;Fabricación de juegos y juguetes;
329;010;Fabricación de lápices, lapiceras,  bolígrafos, sellos y artículos similares para oficinas y artistas;Fabricación de lápices, lapiceras,  bolígrafos, sellos y artículos similares para oficinas y artistas;
329;020;Fabricación de escobas, cepillos y pinceles;Fabricación de escobas, cepillos y pinceles ;
329;030;Fabricación de carteles, señales e indicadores  -eléctricos o no-;Fabricación de carteles, señales e indicadores  -eléctricos o no-;
329;040;Fabricación de equipo de protección y seguridad, excepto calzado;Fabricación de equipo de protección y seguridad, excepto calzado;
329;090;Industrias manufactureras n.c.p.;Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.);
331;101;Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo;Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo;
331;210;Reparación y mantenimiento de maquinaria de uso general;Reparación y mantenimiento de maquinaria de uso general;
331;220;Reparación y mantenimiento de maquinaria y equipo de uso agropecuario y forestal;Reparación y mantenimiento de maquinaria y equipo de uso agropecuario y forestal;
331;290;Reparación y mantenimiento de maquinaria de uso especial n.c.p.;Reparación y mantenimiento de maquinaria de uso especial n.c.p.;
331;400;Reparación y mantenimiento de maquinaria y aparatos eléctricos;Reparación y mantenimiento de maquinaria y aparatos eléctricos ;
331;900;Reparación y mantenimiento de máquinas y equipo n.c.p.;Reparación y mantenimiento de máquinas y equipo n.c.p.;
332;000;Instalación de maquinaria y equipos industriales;Instalación de maquinaria y equipos industriales;
351;110;Generación de energía térmica convencional;Generación de energía térmica convencional (Incluye la producción de energía eléctrica mediante máquinas turbo-gas, turbo vapor, ciclo combinado y turbo diesel);
351;120;Generación de energía térmica nuclear;Generación de energía térmica nuclear (Incluye la producción de energía eléctrica mediante combustible nuclear);
351;130;Generación de energía hidráulica;Generación de energía hidráulica (Incluye la producción de energía eléctrica mediante centrales de bombeo);
351;190;Generación de energía n.c.p.;Generación de energía n.c.p. (Incluye la producción de energía eléctrica mediante fuentes de energía solar, biomasa, eólica, geotérmica, mareomotriz, etc.);
351;201;Transporte de energía eléctrica;Transporte de energía eléctrica;
351;310;Comercio mayorista de energía eléctrica;Comercio mayorista de energía eléctrica;
351;320;Distribución de energía eléctrica;Distribución de energía eléctrica;
352;010;Fabricación de gas y procesamiento de gas natural;Fabricación de gas y procesamiento de gas natural;
352;020;Distribución de combustibles gaseosos por tuberías;Distribución de combustibles gaseosos por tuberías (No incluye el transporte por gasoductos);
353;001;Suministro de vapor y aire acondicionado;Suministro de vapor y aire acondicionado;
360;010;Captación, depuración y distribución de agua de fuentes subterráneas;Captación, depuración y distribución de agua de fuentes subterráneas;
360;020;Captación, depuración y distribución de agua de fuentes superficiales;Captación, depuración y distribución de agua de fuentes superficiales;
370;000;Servicios de depuración de aguas residuales, alcantarillado y cloacas;Servicios de depuración de aguas residuales, alcantarillado y cloacas;
381;100;Recolección, transporte, tratamiento y disposición final de residuos no peligrosos;Recolección, transporte, tratamiento y disposición final de residuos no peligrosos;
381;200;Recolección, transporte, tratamiento y disposición final de residuos peligrosos;Recolección, transporte, tratamiento y disposición final de residuos peligrosos;
382;010;Recuperación de materiales y desechos metálicos;Recuperación de materiales y desechos metálicos;
382;020;Recuperación de materiales y desechos no metálicos;Recuperación de materiales y desechos no metálicos;
390;000;Descontaminación y otros servicios de gestión de residuos;Descontaminación y otros servicios de gestión de residuos;
410;011;Construcción, reforma y reparación de edificios residenciales;Construcción, reforma y reparación de edificios residenciales (Incluye la construcción, reforma y reparación  de viviendas unifamiliares y multifamiliares, bungaloes, cabañas, casas de campo, departamentos, albergues para ancianos, niños, estudiantes, etc.);
410;021;Construcción, reforma y reparación de edificios no residenciales;Construcción, reforma y reparación de edificios no residenciales (Incluye construcción, reforma y reparación de restaurantes, bares, campamentos, bancos, oficinas, galerías comerciales, estaciones de servicio, edificios para tráfico y comunicaciones, garajes, edificios industriales y depósitos, escuelas, etc.);
421;000;Construcción, reforma y reparación de obras de infraestructura para el transporte;Construcción, reforma y reparación de obras de infraestructura para el transporte (Incluye la construcción, reforma y reparación de calles, autopistas, carreteras, puentes, túneles, vías férreas y pistas de aterrizaje, la señalización mediante pintura, etc.);
422;100;Perforación de pozos de agua;Perforación de pozos de agua;
422;200;Construcción, reforma y reparación de redes distribución de electricidad, gas, agua, telecomunicaciones y de otros servicios públicos;Construcción, reforma y reparación de redes distribución de electricidad, gas, agua, telecomunicaciones y de otros servicios públicos;
429;010;Construcción, reforma y reparación de obras hidráulicas;Construcción, reforma y reparación de obras hidráulicas (Incluye obras fluviales y canales, acueductos, diques, etc.);
429;090;Construcción de obras de ingeniería civil n.c.p.;Construcción de obras de ingeniería civil n.c.p. (Incluye los trabajos generales de construcción para la minería y la industria,  de centrales eléctricas y nucleares, excavaciones de sepulturas, etc.);
431;100;Demolición y voladura de edificios y de sus partes;Demolición y voladura de edificios y de sus partes (Incluye los trabajos de limpieza de escombros asociada a la demolición, los derribos y demolición de edificios y obras de ingeniería civil,.los trabajos de voladura y remoción de rocas) ;
431;210;Movimiento de suelos y preparación de terrenos para obras;Movimiento de suelos y preparación de terrenos para obras (Incluye el drenaje, excavación de zanjas para construcciones diversas, el despeje de capas superficiales no contaminadas, movimientos de tierras para hacer terraplenes o desmontes previos a la construcción de vías, carreteras, autopistas, FFCC, etc.);
432;110;Instalación de sistemas de iluminación, control y señalización eléctrica para el transporte;Instalación de sistemas de iluminación, control y señalización eléctrica para el transporte ;
432;190;Instalación, ejecución y mantenimiento de instalaciones eléctricas, electromecánicas y electrónicas n.c.p.;Instalación, ejecución y mantenimiento de instalaciones eléctricas, electromecánicas y electrónicas n.c.p. (Incluye la instalación de antenas, pararrayos, sistemas de alarmas contra incendios y robos, sistemas de telecomunicación, etc.);
432;200;Instalaciones de gas, agua, sanitarios y de climatización, con sus artefactos conexos;Instalaciones de gas, agua, sanitarios y de climatización, con sus artefactos conexos (Incluye la instalación de compactadores, calderas, sistemas de calefacción central, etc.);
432;910;Instalaciones de ascensores, montacargas y  escaleras mecánicas;Instalaciones de ascensores, montacargas y  escaleras mecánicas;
432;920;Aislamiento térmico, acústico, hídrico y antivibratorio;Aislamiento térmico, acústico, hídrico y antivibratorio;
432;990;Instalaciones para edificios y obras de ingeniería civil n.c.p.;Instalaciones para edificios y obras de ingeniería civil n.c.p. (Incluye instalación de puertas automáticas o giratorias);
433;010;Instalaciones de carpintería, herrería de obra y artística;Instalaciones de carpintería, herrería de obra y artística (Incluye instalación de puertas y ventanas, carpintería metálica y no metálica, etc.);
433;020;Terminación y revestimiento de paredes y pisos;Terminación y revestimiento de paredes y pisos (Incluye yesería, salpicré, el pulido de pisos y la colocación de revestimientos de cerámicas, de piedra tallada, de suelos flexibles, parqué, baldosas, empapelados, etc.);
433;030;Colocación de cristales en obra;Colocación de cristales en obra (Incluye la instalación y revestimiento de vidrio, espejos y otros artículos de vidrio, etc.);
433;040;Pintura y trabajos de decoración;Pintura y trabajos de decoración;
433;090;Terminación de edificios n.c.p.;Terminación de edificios n.c.p. (Incluye trabajos de ornamentación, limpieza exterior de edificios recién construídos, etc.);
439;100;Alquiler de equipo de construcción o demolición dotado de operarios;Alquiler de equipo de construcción o demolición dotado de operarios;
439;910;Hincado de pilotes, cimentación y otros trabajos de hormigón armado;Hincado de pilotes, cimentación y otros trabajos de hormigón armado;
439;990;Actividades especializadas de construcción n.c.p.;Actividades especializadas de construcción n.c.p. (Incluye el alquiler, montaje y desmantelamiento de andamios,  la construcción de chimeneas y hornos industriales, el acorazamiento de cajas fuertes y cámaras frigoríficas, el armado e instalación de compuertas para diques, etc.);
451;110;Venta de autos, camionetas y utilitarios nuevos;Venta de autos, camionetas y utilitarios nuevos (Incluye taxis, jeeps, 4x4 y vehículos similares);
451;190;Venta de vehículos automotores nuevos n.c.p.;Venta de vehículos automotores nuevos n.c.p. (Incluye casas rodantes, trailers, camiones, remolques, ambulancias, ómnibus, microbuses y similares, cabezas tractoras, etc.);
451;210;Venta de autos, camionetas y utilitarios, usados;Venta de autos, camionetas y utilitarios, usados (Incluye taxis, jeeps, 4x4 y vehículos similares);
451;290;Venta de vehículos automotores usados n.c.p.;Venta de vehículos automotores usados n.c.p. (Incluye, casas rodantes, trailers, camiones, remolques, ambulancias, ómnibus, microbuses y similares, cabezas tractoras, etc.);
452;101;Lavado automático y manual de vehículos automotores;Lavado automático y manual de vehículos automotores;
452;210;Reparación de cámaras y cubiertas;Reparación de cámaras y cubiertas (Incluye reparación de llantas) ;
452;220;Reparación de amortiguadores,  alineación de dirección y balanceo de ruedas;Reparación de amortiguadores,  alineación de dirección y balanceo de ruedas ;
452;300;Instalación y reparación de parabrisas, lunetas y ventanillas, cerraduras no eléctricas y grabado de cristales;Instalación y reparación de parabrisas, lunetas y ventanillas, cerraduras no eléctricas y grabado de cristales (Incluye instalación y reparación de aletas, burletes y colisas);
452;401;Reparaciones eléctricas del tablero e instrumental, reparación y recarga de baterías, instalación de alarmas, radios, sistemas de climatización;Reparaciones eléctricas del tablero e instrumental, reparación y recarga de baterías, instalación de alarmas, radios, sistemas de climatización;
452;500;Tapizado y retapizado de automotores;Tapizado y retapizado de automotores;
452;600;Reparación y pintura de carrocerías, colocación y reparación de guardabarros y protecciones exteriores;Reparación y pintura de carrocerías, colocación y reparación de guardabarros y protecciones exteriores;
452;700;Instalación y reparación de caños de escape y radiadores;Instalación y reparación de caños de escape y radiadores;
452;800;Mantenimiento y reparación de frenos y embragues;Mantenimiento y reparación de frenos y embragues;
452;910;Instalación y reparación de equipos de GNC;Instalación y reparación de equipos de GNC;
452;990;Mantenimiento y reparación del motor n.c.p., mecánica integral;Mantenimiento y reparación del motor n.c.p., mecánica integral (Incluye auxilio y servicios de grúa para automotores) ;
453;100;Venta al por mayor de partes, piezas y accesorios de vehículos automotores;Venta al por mayor de partes, piezas y accesorios de vehículos automotores;
453;210;Venta al por menor de cámaras y cubiertas;Venta al por menor de cámaras y cubiertas;
453;220;Venta al por menor de baterías;Venta al por menor de baterías;
453;291;Venta al por menor de partes, piezas y accesorios nuevos n.c.p.;Venta al por menor de partes, piezas y accesorios nuevos n.c.p.;
453;292;Venta al por menor de partes, piezas y accesorios usados n.c.p.;Venta al por menor de partes, piezas y accesorios usados n.c.p.;
454;010;Venta de motocicletas y de sus partes, piezas y accesorios;Venta de motocicletas y de sus partes, piezas y accesorios;
454;020;Mantenimiento y reparación de motocicletas;Mantenimiento y reparación de motocicletas;
461;011;Venta al por mayor en comisión o consignación de cereales (incluye arroz), oleaginosas y forrajeras excepto semillas;Venta al por mayor en comisión o consignación de cereales (incluye arroz), oleaginosas y forrajeras excepto semillas;
461;012;Venta al por mayor en comisión o consignación de semillas;Venta al por mayor en comisión o consignación de semillas;
461;013;Venta al por mayor en comisión o consignación de frutas;Venta al por mayor en comisión o consignación de frutas (Incluye acopiadores y receptoras);
461;014;Acopio y acondicionamiento en comisión o consignación de cereales (incluye arroz), oleaginosas y forrajeras excepto semillas;Acopio y acondicionamiento en comisión o consignación de cereales (incluye arroz), oleaginosas y forrajeras excepto semillas;
461;019;Venta al por mayor en comisión o consignación de productos agrícolas n.c.p.;Venta al por mayor en comisión o consignación de productos agrícolas n.c.p.;
461;021;Venta al por mayor en comisión o consignación de ganado bovino en pie;Venta al por mayor en comisión o consignación de ganado bovino en pie (Incluye consignatarios de hacienda y ferieros);
461;022;Venta al por mayor en comisión o consignación de ganado en pie excepto bovino;Venta al por mayor en comisión o consignación de ganado en pie excepto bovino;
461;029;Venta al por mayor en comisión o consignación de productos pecuarios n.c.p.;Venta al por mayor en comisión o consignación de productos pecuarios n.c.p.;
461;031;Operaciones de intermediación de carne - consignatario directo -;Operaciones de intermediación de carne - consignatario directo -;
461;032;Operaciones de intermediación de carne excepto consignatario directo;Operaciones de intermediación de carne excepto consignatario directo (Incluye matarifes abastecedores de carne, etc.);
461;039;Venta al por mayor en comisión o consignación de alimentos, bebidas y tabaco n.c.p.;Venta al por mayor en comisión o consignación de alimentos, bebidas y tabaco n.c.p.;
461;040;Venta al por mayor en comisión o consignación de combustibles;Venta al por mayor en comisión o consignación de combustibles (No incluye electricidad) ;
461;092;Venta al por mayor en comisión o consignación de  madera y materiales para la construcción;Venta al por mayor en comisión o consignación de  madera y materiales para la construcción;
461;093;Venta al por mayor en comisión o consignación de minerales, metales y productos químicos industriales;Venta al por mayor en comisión o consignación de minerales, metales y productos químicos industriales;
461;094;Venta al por mayor en comisión o consignación de  maquinaria, equipo profesional industrial y comercial, embarcaciones y aeronaves;Venta al por mayor en comisión o consignación de  maquinaria, equipo profesional industrial y comercial, embarcaciones y aeronaves;
461;095;Venta al por mayor en comisión o consignación de papel, cartón, libros, revistas, diarios, materiales de embalaje y artículos de librería;Venta al por mayor en comisión o consignación de papel, cartón, libros, revistas, diarios, materiales de embalaje y artículos de librería;
461;099;Venta al por mayor en comisión o consignación de  mercaderías n.c.p.;Venta al por mayor en comisión o consignación de  mercaderías n.c.p.;
462;110;Acopio de algodón;Acopio de algodón;
